"value"	"Analysis_type"	"Comparison"
"4057"	"Rimklb"	"tiling200"	"i_vs_rest"
"4058"	"Dppa3"	"tiling200"	"i_vs_rest"
"4059"	"Vmn2r23"	"tiling200"	"i_vs_rest"
"4060"	"Cd163"	"tiling200"	"i_vs_rest"
"4061"	"C1rl"	"tiling200"	"i_vs_rest"
"4062"	"C1rb"	"tiling200"	"i_vs_rest"
"4063"	"Pianp"	"tiling200"	"i_vs_rest"
"4064"	"Chd4"	"tiling200"	"i_vs_rest"
"4065"	"Scnn1a"	"tiling200"	"i_vs_rest"
"4066"	"Plekhg6"	"tiling200"	"i_vs_rest"
"4067"	"Vwf"	"tiling200"	"i_vs_rest"
"4068"	"Ano2"	"tiling200"	"i_vs_rest"
"4069"	"Ntf3"	"tiling200"	"i_vs_rest"
"4070"	"Ndufa9"	"tiling200"	"i_vs_rest"
"4071"	"9330179D12Rik"	"tiling200"	"i_vs_rest"
"4072"	"Gm38404"	"tiling200"	"i_vs_rest"
"4073"	"Cracr2a"	"tiling200"	"i_vs_rest"
"4074"	"Tspan9"	"tiling200"	"i_vs_rest"
"4075"	"9330102E08Rik"	"tiling200"	"i_vs_rest"
"4076"	"Tead4"	"tiling200"	"i_vs_rest"
"4077"	"Pzp"	"tiling200"	"i_vs_rest"
"4078"	"Klrb1a"	"tiling200"	"i_vs_rest"
"4079"	"Clec2i"	"tiling200"	"i_vs_rest"
"4080"	"Klra5"	"tiling200"	"i_vs_rest"
"4081"	"Klra22"	"tiling200"	"i_vs_rest"
"4082"	"Klra1"	"tiling200"	"i_vs_rest"
"4083"	"Klra2"	"tiling200"	"i_vs_rest"
"4084"	"Ybx3"	"tiling200"	"i_vs_rest"
"4085"	"Gm4736"	"tiling200"	"i_vs_rest"
"4086"	"Tas2r125"	"tiling200"	"i_vs_rest"
"4087"	"Gm5885"	"tiling200"	"i_vs_rest"
"4088"	"Gm5886"	"tiling200"	"i_vs_rest"
"4089"	"Etv6"	"tiling200"	"i_vs_rest"
"4090"	"Mansc1"	"tiling200"	"i_vs_rest"
"4091"	"Borcs5"	"tiling200"	"i_vs_rest"
"4092"	"Ddx47"	"tiling200"	"i_vs_rest"
"4093"	"Gprc5a"	"tiling200"	"i_vs_rest"
"4094"	"Fam234b"	"tiling200"	"i_vs_rest"
"4095"	"Gsg1"	"tiling200"	"i_vs_rest"
"4096"	"Pbp2"	"tiling200"	"i_vs_rest"
"4097"	"Emp1"	"tiling200"	"i_vs_rest"
"4098"	"Grin2b"	"tiling200"	"i_vs_rest"
"4099"	"Gm8994"	"tiling200"	"i_vs_rest"
"4100"	"E330021D16Rik"	"tiling200"	"i_vs_rest"
"4101"	"Atf7ip"	"tiling200"	"i_vs_rest"
"4102"	"Plbd1"	"tiling200"	"i_vs_rest"
"4103"	"Gucy2c"	"tiling200"	"i_vs_rest"
"4104"	"Mgp"	"tiling200"	"i_vs_rest"
"4105"	"Pde6h"	"tiling200"	"i_vs_rest"
"4106"	"Rerg"	"tiling200"	"i_vs_rest"
"4107"	"Eps8"	"tiling200"	"i_vs_rest"
"4108"	"Strap"	"tiling200"	"i_vs_rest"
"4109"	"Slc15a5"	"tiling200"	"i_vs_rest"
"4110"	"Mgst1"	"tiling200"	"i_vs_rest"
"4111"	"Lmo3"	"tiling200"	"i_vs_rest"
"4112"	"B230110G15Rik"	"tiling200"	"i_vs_rest"
"4113"	"Rergl"	"tiling200"	"i_vs_rest"
"4114"	"Plcz1"	"tiling200"	"i_vs_rest"
"4115"	"Plekha5"	"tiling200"	"i_vs_rest"
"4116"	"Aebp2"	"tiling200"	"i_vs_rest"
"4117"	"Pde3a"	"tiling200"	"i_vs_rest"
"4118"	"Slco1a6"	"tiling200"	"i_vs_rest"
"4119"	"Gys2"	"tiling200"	"i_vs_rest"
"4120"	"Sult6b2"	"tiling200"	"i_vs_rest"
"4121"	"Gm7457"	"tiling200"	"i_vs_rest"
"4122"	"St8sia1"	"tiling200"	"i_vs_rest"
"4123"	"Gm31108"	"tiling200"	"i_vs_rest"
"4124"	"D6Ertd474e"	"tiling200"	"i_vs_rest"
"4125"	"1700060C16Rik"	"tiling200"	"i_vs_rest"
"4126"	"Sox5"	"tiling200"	"i_vs_rest"
"4127"	"Bcat1"	"tiling200"	"i_vs_rest"
"4128"	"Lmntd1"	"tiling200"	"i_vs_rest"
"4129"	"Rassf8"	"tiling200"	"i_vs_rest"
"4130"	"Itpr2"	"tiling200"	"i_vs_rest"
"4131"	"4930479D17Rik"	"tiling200"	"i_vs_rest"
"4132"	"Stk38l"	"tiling200"	"i_vs_rest"
"4133"	"Ppfibp1"	"tiling200"	"i_vs_rest"
"4134"	"Klhl42"	"tiling200"	"i_vs_rest"
"4135"	"E330012B07Rik"	"tiling200"	"i_vs_rest"
"4136"	"Pthlh"	"tiling200"	"i_vs_rest"
"4137"	"Ccdc91"	"tiling200"	"i_vs_rest"
"4138"	"1700049E15Rik"	"tiling200"	"i_vs_rest"
"4139"	"Far2"	"tiling200"	"i_vs_rest"
"4140"	"Tmtc1"	"tiling200"	"i_vs_rest"
"4141"	"Sinhcaf"	"tiling200"	"i_vs_rest"
"4142"	"Dennd5b"	"tiling200"	"i_vs_rest"
"4143"	"Amn1"	"tiling200"	"i_vs_rest"
"4144"	"Resf1"	"tiling200"	"i_vs_rest"
"4145"	"Cacng6"	"tiling200"	"i_vs_rest"
"4146"	"Oscar"	"tiling200"	"i_vs_rest"
"4147"	"Lilra6"	"tiling200"	"i_vs_rest"
"4148"	"Lair1"	"tiling200"	"i_vs_rest"
"4149"	"9430041J12Rik"	"tiling200"	"i_vs_rest"
"4150"	"Gp6"	"tiling200"	"i_vs_rest"
"4151"	"Brsk1"	"tiling200"	"i_vs_rest"
"4152"	"Isoc2a"	"tiling200"	"i_vs_rest"
"4153"	"Zfp628"	"tiling200"	"i_vs_rest"
"4154"	"Nat14"	"tiling200"	"i_vs_rest"
"4155"	"Ccdc106"	"tiling200"	"i_vs_rest"
"4156"	"Vmn1r57"	"tiling200"	"i_vs_rest"
"4157"	"Vmn1r59"	"tiling200"	"i_vs_rest"
"4158"	"Vmn1r64"	"tiling200"	"i_vs_rest"
"4159"	"Galp"	"tiling200"	"i_vs_rest"
"4160"	"Epp13"	"tiling200"	"i_vs_rest"
"4161"	"Zfp583"	"tiling200"	"i_vs_rest"
"4162"	"Olfr1350"	"tiling200"	"i_vs_rest"
"4163"	"Zim2"	"tiling200"	"i_vs_rest"
"4164"	"Usp29"	"tiling200"	"i_vs_rest"
"4165"	"Aurkc"	"tiling200"	"i_vs_rest"
"4166"	"Zfp954"	"tiling200"	"i_vs_rest"
"4167"	"Zfp773"	"tiling200"	"i_vs_rest"
"4168"	"Zfp418"	"tiling200"	"i_vs_rest"
"4169"	"Vmn2r33"	"tiling200"	"i_vs_rest"
"4170"	"Vmn2r36"	"tiling200"	"i_vs_rest"
"4171"	"2810047C21Rik1"	"tiling200"	"i_vs_rest"
"4172"	"Vmn2r51"	"tiling200"	"i_vs_rest"
"4173"	"Vmn1r70"	"tiling200"	"i_vs_rest"
"4174"	"Zscan4d"	"tiling200"	"i_vs_rest"
"4175"	"Vmn1r72"	"tiling200"	"i_vs_rest"
"4176"	"Vmn1r75"	"tiling200"	"i_vs_rest"
"4177"	"Vmn1r77"	"tiling200"	"i_vs_rest"
"4178"	"Vmn1r83"	"tiling200"	"i_vs_rest"
"4179"	"2900092C05Rik"	"tiling200"	"i_vs_rest"
"4180"	"Vmn2r55"	"tiling200"	"i_vs_rest"
"4181"	"Zscan18"	"tiling200"	"i_vs_rest"
"4182"	"Rnf225"	"tiling200"	"i_vs_rest"
"4183"	"Bsph1"	"tiling200"	"i_vs_rest"
"4184"	"Bsph2"	"tiling200"	"i_vs_rest"
"4185"	"Obox7"	"tiling200"	"i_vs_rest"
"4186"	"Obox2"	"tiling200"	"i_vs_rest"
"4187"	"Obox6"	"tiling200"	"i_vs_rest"
"4188"	"Bicra"	"tiling200"	"i_vs_rest"
"4189"	"Dhx34"	"tiling200"	"i_vs_rest"
"4190"	"Sae1"	"tiling200"	"i_vs_rest"
"4191"	"Ceacam-ps1"	"tiling200"	"i_vs_rest"
"4192"	"Ceacam15"	"tiling200"	"i_vs_rest"
"4193"	"Ccdc8"	"tiling200"	"i_vs_rest"
"4194"	"Psg-ps1"	"tiling200"	"i_vs_rest"
"4195"	"Ceacam12"	"tiling200"	"i_vs_rest"
"4196"	"Psg18"	"tiling200"	"i_vs_rest"
"4197"	"Dmwd"	"tiling200"	"i_vs_rest"
"4198"	"Opa3"	"tiling200"	"i_vs_rest"
"4199"	"Vasp"	"tiling200"	"i_vs_rest"
"4200"	"Nkpd1"	"tiling200"	"i_vs_rest"
"4201"	"Tomm40"	"tiling200"	"i_vs_rest"
"4202"	"Bcam"	"tiling200"	"i_vs_rest"
"4203"	"Pvr"	"tiling200"	"i_vs_rest"
"4204"	"Ceacam20"	"tiling200"	"i_vs_rest"
"4205"	"Vmn1r155"	"tiling200"	"i_vs_rest"
"4206"	"Vmn1r170"	"tiling200"	"i_vs_rest"
"4207"	"Vmn1r171"	"tiling200"	"i_vs_rest"
"4208"	"Zfp180"	"tiling200"	"i_vs_rest"
"4209"	"Smg9"	"tiling200"	"i_vs_rest"
"4210"	"Plaur"	"tiling200"	"i_vs_rest"
"4211"	"Irgq"	"tiling200"	"i_vs_rest"
"4212"	"Pinlyp"	"tiling200"	"i_vs_rest"
"4213"	"Xrcc1"	"tiling200"	"i_vs_rest"
"4214"	"BC049730"	"tiling200"	"i_vs_rest"
"4215"	"Gm5893"	"tiling200"	"i_vs_rest"
"4216"	"Dmrtc2"	"tiling200"	"i_vs_rest"
"4217"	"Arhgef1"	"tiling200"	"i_vs_rest"
"4218"	"Zfp574"	"tiling200"	"i_vs_rest"
"4219"	"Pou2f2"	"tiling200"	"i_vs_rest"
"4220"	"D930028M14Rik"	"tiling200"	"i_vs_rest"
"4221"	"Dedd2"	"tiling200"	"i_vs_rest"
"4222"	"Cic"	"tiling200"	"i_vs_rest"
"4223"	"Megf8"	"tiling200"	"i_vs_rest"
"4224"	"4732471J01Rik"	"tiling200"	"i_vs_rest"
"4225"	"Dmac2"	"tiling200"	"i_vs_rest"
"4226"	"B3gnt8"	"tiling200"	"i_vs_rest"
"4227"	"Ccdc97"	"tiling200"	"i_vs_rest"
"4228"	"Axl"	"tiling200"	"i_vs_rest"
"4229"	"Cyp2s1"	"tiling200"	"i_vs_rest"
"4230"	"Cyp2b10"	"tiling200"	"i_vs_rest"
"4231"	"Vmn1r184"	"tiling200"	"i_vs_rest"
"4232"	"Cyp2a12"	"tiling200"	"i_vs_rest"
"4233"	"Sptbn4"	"tiling200"	"i_vs_rest"
"4234"	"Blvrb"	"tiling200"	"i_vs_rest"
"4235"	"Pld3"	"tiling200"	"i_vs_rest"
"4236"	"Map3k10"	"tiling200"	"i_vs_rest"
"4237"	"Gm10046"	"tiling200"	"i_vs_rest"
"4238"	"Fcgbp"	"tiling200"	"i_vs_rest"
"4239"	"Pak4"	"tiling200"	"i_vs_rest"
"4240"	"Acp7"	"tiling200"	"i_vs_rest"
"4241"	"Fbxo27"	"tiling200"	"i_vs_rest"
"4242"	"Sars2"	"tiling200"	"i_vs_rest"
"4243"	"Nfkbib"	"tiling200"	"i_vs_rest"
"4244"	"Sirt2"	"tiling200"	"i_vs_rest"
"4245"	"Actn4"	"tiling200"	"i_vs_rest"
"4246"	"Map4k1"	"tiling200"	"i_vs_rest"
"4247"	"Ryr1"	"tiling200"	"i_vs_rest"
"4248"	"Rasgrp4"	"tiling200"	"i_vs_rest"
"4249"	"Catsperg1"	"tiling200"	"i_vs_rest"
"4250"	"Sipa1l3"	"tiling200"	"i_vs_rest"
"4251"	"Zfp27"	"tiling200"	"i_vs_rest"
"4252"	"Mir7668"	"tiling200"	"i_vs_rest"
"4253"	"Zfp568"	"tiling200"	"i_vs_rest"
"4254"	"Zfp382"	"tiling200"	"i_vs_rest"
"4255"	"Capns1"	"tiling200"	"i_vs_rest"
"4256"	"Arhgap33os"	"tiling200"	"i_vs_rest"
"4257"	"Gapdhs"	"tiling200"	"i_vs_rest"
"4258"	"Haus5"	"tiling200"	"i_vs_rest"
"4259"	"Cd22"	"tiling200"	"i_vs_rest"
"4260"	"Mag"	"tiling200"	"i_vs_rest"
"4261"	"Scgb1b7"	"tiling200"	"i_vs_rest"
"4262"	"Scgb2b11"	"tiling200"	"i_vs_rest"
"4263"	"Scgb2b18"	"tiling200"	"i_vs_rest"
"4264"	"Scgb2b19"	"tiling200"	"i_vs_rest"
"4265"	"Scgb2b21"	"tiling200"	"i_vs_rest"
"4266"	"Scgb2b27"	"tiling200"	"i_vs_rest"
"4267"	"Uba2"	"tiling200"	"i_vs_rest"
"4268"	"Pdcd2l"	"tiling200"	"i_vs_rest"
"4269"	"4931406P16Rik"	"tiling200"	"i_vs_rest"
"4270"	"Chst8"	"tiling200"	"i_vs_rest"
"4271"	"Cebpg"	"tiling200"	"i_vs_rest"
"4272"	"Slc7a10"	"tiling200"	"i_vs_rest"
"4273"	"Rhpn2"	"tiling200"	"i_vs_rest"
"4274"	"Cep89"	"tiling200"	"i_vs_rest"
"4275"	"Slc7a9"	"tiling200"	"i_vs_rest"
"4276"	"E130304I02Rik"	"tiling200"	"i_vs_rest"
"4277"	"Tshz3"	"tiling200"	"i_vs_rest"
"4278"	"Zfp536"	"tiling200"	"i_vs_rest"
"4279"	"Plekhf1"	"tiling200"	"i_vs_rest"
"4280"	"Gm28453"	"tiling200"	"i_vs_rest"
"4281"	"Zfp939"	"tiling200"	"i_vs_rest"
"4282"	"Zfp619"	"tiling200"	"i_vs_rest"
"4283"	"4933402C06Rik"	"tiling200"	"i_vs_rest"
"4284"	"Vstm2b"	"tiling200"	"i_vs_rest"
"4285"	"Gm5592"	"tiling200"	"i_vs_rest"
"4286"	"Zfp788"	"tiling200"	"i_vs_rest"
"4287"	"Vmn2r-ps54"	"tiling200"	"i_vs_rest"
"4288"	"Zfp975"	"tiling200"	"i_vs_rest"
"4289"	"Zfp715"	"tiling200"	"i_vs_rest"
"4290"	"Iglon5"	"tiling200"	"i_vs_rest"
"4291"	"4931406B18Rik"	"tiling200"	"i_vs_rest"
"4292"	"Ctu1"	"tiling200"	"i_vs_rest"
"4293"	"Klk10"	"tiling200"	"i_vs_rest"
"4294"	"Klk1b26"	"tiling200"	"i_vs_rest"
"4295"	"Klk1b21"	"tiling200"	"i_vs_rest"
"4296"	"Lrrc4b"	"tiling200"	"i_vs_rest"
"4297"	"Nr1h2"	"tiling200"	"i_vs_rest"
"4298"	"Kcnc3"	"tiling200"	"i_vs_rest"
"4299"	"Tbc1d17"	"tiling200"	"i_vs_rest"
"4300"	"Prr12"	"tiling200"	"i_vs_rest"
"4301"	"Prrg2"	"tiling200"	"i_vs_rest"
"4302"	"Ppfia3"	"tiling200"	"i_vs_rest"
"4303"	"Gys1"	"tiling200"	"i_vs_rest"
"4304"	"Fgf21"	"tiling200"	"i_vs_rest"
"4305"	"Izumo1"	"tiling200"	"i_vs_rest"
"4306"	"Rasip1"	"tiling200"	"i_vs_rest"
"4307"	"Sec1"	"tiling200"	"i_vs_rest"
"4308"	"Car11"	"tiling200"	"i_vs_rest"
"4309"	"Sult2b1"	"tiling200"	"i_vs_rest"
"4310"	"Nomo1"	"tiling200"	"i_vs_rest"
"4311"	"Abcc8"	"tiling200"	"i_vs_rest"
"4312"	"Ush1c"	"tiling200"	"i_vs_rest"
"4313"	"Kcnc1"	"tiling200"	"i_vs_rest"
"4314"	"Sergef"	"tiling200"	"i_vs_rest"
"4315"	"Gtf2h1"	"tiling200"	"i_vs_rest"
"4316"	"Ldha"	"tiling200"	"i_vs_rest"
"4317"	"Ptpn5"	"tiling200"	"i_vs_rest"
"4318"	"Mrgpra2b"	"tiling200"	"i_vs_rest"
"4319"	"Mrgpra3"	"tiling200"	"i_vs_rest"
"4320"	"Mrgprb5"	"tiling200"	"i_vs_rest"
"4321"	"Mrgprb2"	"tiling200"	"i_vs_rest"
"4322"	"Zdhhc13"	"tiling200"	"i_vs_rest"
"4323"	"Nav2"	"tiling200"	"i_vs_rest"
"4324"	"Htatip2"	"tiling200"	"i_vs_rest"
"4325"	"1700015G11Rik"	"tiling200"	"i_vs_rest"
"4326"	"Mir6238"	"tiling200"	"i_vs_rest"
"4327"	"Luzp2"	"tiling200"	"i_vs_rest"
"4328"	"Siglech"	"tiling200"	"i_vs_rest"
"4329"	"Herc2"	"tiling200"	"i_vs_rest"
"4330"	"Oca2"	"tiling200"	"i_vs_rest"
"4331"	"Atp10a"	"tiling200"	"i_vs_rest"
"4332"	"Snhg14"	"tiling200"	"i_vs_rest"
"4333"	"Mir344i"	"tiling200"	"i_vs_rest"
"4334"	"Ndn"	"tiling200"	"i_vs_rest"
"4335"	"Peg12"	"tiling200"	"i_vs_rest"
"4336"	"Chrna7"	"tiling200"	"i_vs_rest"
"4337"	"Otud7a"	"tiling200"	"i_vs_rest"
"4338"	"Klf13"	"tiling200"	"i_vs_rest"
"4339"	"Apba2"	"tiling200"	"i_vs_rest"
"4340"	"Fam189a1"	"tiling200"	"i_vs_rest"
"4341"	"Tjp1"	"tiling200"	"i_vs_rest"
"4342"	"Pcsk6"	"tiling200"	"i_vs_rest"
"4343"	"Chsy1"	"tiling200"	"i_vs_rest"
"4344"	"Lrrk1"	"tiling200"	"i_vs_rest"
"4345"	"Aldh1a3"	"tiling200"	"i_vs_rest"
"4346"	"Cers3"	"tiling200"	"i_vs_rest"
"4347"	"Adamts17"	"tiling200"	"i_vs_rest"
"4348"	"Mef2a"	"tiling200"	"i_vs_rest"
"4349"	"Lrrc28"	"tiling200"	"i_vs_rest"
"4350"	"Synm"	"tiling200"	"i_vs_rest"
"4351"	"4833412C05Rik"	"tiling200"	"i_vs_rest"
"4352"	"Igf1r"	"tiling200"	"i_vs_rest"
"4353"	"Nr2f2"	"tiling200"	"i_vs_rest"
"4354"	"B130024G19Rik"	"tiling200"	"i_vs_rest"
"4355"	"Gm6567"	"tiling200"	"i_vs_rest"
"4356"	"Gm4971"	"tiling200"	"i_vs_rest"
"4357"	"St8sia2"	"tiling200"	"i_vs_rest"
"4358"	"Slco3a1"	"tiling200"	"i_vs_rest"
"4359"	"4930533N22Rik"	"tiling200"	"i_vs_rest"
"4360"	"Sv2b"	"tiling200"	"i_vs_rest"
"4361"	"Akap13"	"tiling200"	"i_vs_rest"
"4362"	"Klhl25"	"tiling200"	"i_vs_rest"
"4363"	"Agbl1"	"tiling200"	"i_vs_rest"
"4364"	"Ntrk3"	"tiling200"	"i_vs_rest"
"4365"	"Mfge8"	"tiling200"	"i_vs_rest"
"4366"	"Abhd2"	"tiling200"	"i_vs_rest"
"4367"	"Fanci"	"tiling200"	"i_vs_rest"
"4368"	"Rhcg"	"tiling200"	"i_vs_rest"
"4369"	"Mesp1"	"tiling200"	"i_vs_rest"
"4370"	"Anpep"	"tiling200"	"i_vs_rest"
"4371"	"Ap3s2"	"tiling200"	"i_vs_rest"
"4372"	"Arpin"	"tiling200"	"i_vs_rest"
"4373"	"Zfp710"	"tiling200"	"i_vs_rest"
"4374"	"Sema4b"	"tiling200"	"i_vs_rest"
"4375"	"Ttll13"	"tiling200"	"i_vs_rest"
"4376"	"Fes"	"tiling200"	"i_vs_rest"
"4377"	"Furin"	"tiling200"	"i_vs_rest"
"4378"	"Crtc3"	"tiling200"	"i_vs_rest"
"4379"	"Pde8a"	"tiling200"	"i_vs_rest"
"4380"	"Rps17"	"tiling200"	"i_vs_rest"
"4381"	"Cpeb1"	"tiling200"	"i_vs_rest"
"4382"	"Ap3b2"	"tiling200"	"i_vs_rest"
"4383"	"BC048679"	"tiling200"	"i_vs_rest"
"4384"	"Homer2"	"tiling200"	"i_vs_rest"
"4385"	"Sh3gl3"	"tiling200"	"i_vs_rest"
"4386"	"4933406J10Rik"	"tiling200"	"i_vs_rest"
"4387"	"A530021J07Rik"	"tiling200"	"i_vs_rest"
"4388"	"Tmc3"	"tiling200"	"i_vs_rest"
"4389"	"Arnt2"	"tiling200"	"i_vs_rest"
"4390"	"Gm2115"	"tiling200"	"i_vs_rest"
"4391"	"2610206C17Rik"	"tiling200"	"i_vs_rest"
"4392"	"Olfr290"	"tiling200"	"i_vs_rest"
"4393"	"Vmn2r71"	"tiling200"	"i_vs_rest"
"4394"	"Vmn2r72"	"tiling200"	"i_vs_rest"
"4395"	"Tyr"	"tiling200"	"i_vs_rest"
"4396"	"Grm5"	"tiling200"	"i_vs_rest"
"4397"	"Rab38"	"tiling200"	"i_vs_rest"
"4398"	"Fzd4"	"tiling200"	"i_vs_rest"
"4399"	"AI314278"	"tiling200"	"i_vs_rest"
"4400"	"Prss23"	"tiling200"	"i_vs_rest"
"4401"	"Me3"	"tiling200"	"i_vs_rest"
"4402"	"Tmem126a"	"tiling200"	"i_vs_rest"
"4403"	"Dlg2"	"tiling200"	"i_vs_rest"
"4404"	"4632427E13Rik"	"tiling200"	"i_vs_rest"
"4405"	"Rab30"	"tiling200"	"i_vs_rest"
"4406"	"Prcp"	"tiling200"	"i_vs_rest"
"4407"	"Tenm4"	"tiling200"	"i_vs_rest"
"4408"	"Kctd21"	"tiling200"	"i_vs_rest"
"4409"	"Alg8"	"tiling200"	"i_vs_rest"
"4410"	"Aqp11"	"tiling200"	"i_vs_rest"
"4411"	"Tsku"	"tiling200"	"i_vs_rest"
"4412"	"Thap12"	"tiling200"	"i_vs_rest"
"4413"	"Wnt11"	"tiling200"	"i_vs_rest"
"4414"	"Uvrag"	"tiling200"	"i_vs_rest"
"4415"	"Mogat2"	"tiling200"	"i_vs_rest"
"4416"	"Gdpd5"	"tiling200"	"i_vs_rest"
"4417"	"Neu3"	"tiling200"	"i_vs_rest"
"4418"	"Dnajb13"	"tiling200"	"i_vs_rest"
"4419"	"Fam168a"	"tiling200"	"i_vs_rest"
"4420"	"Arhgef17"	"tiling200"	"i_vs_rest"
"4421"	"P2ry2"	"tiling200"	"i_vs_rest"
"4422"	"Fchsd2"	"tiling200"	"i_vs_rest"
"4423"	"Stard10"	"tiling200"	"i_vs_rest"
"4424"	"Clpb"	"tiling200"	"i_vs_rest"
"4425"	"Rnf121"	"tiling200"	"i_vs_rest"
"4426"	"Chrna10"	"tiling200"	"i_vs_rest"
"4427"	"Rhog"	"tiling200"	"i_vs_rest"
"4428"	"Olfr566"	"tiling200"	"i_vs_rest"
"4429"	"Olfr686"	"tiling200"	"i_vs_rest"
"4430"	"Olfr688"	"tiling200"	"i_vs_rest"
"4431"	"Timm10b"	"tiling200"	"i_vs_rest"
"4432"	"Olfr695"	"tiling200"	"i_vs_rest"
"4433"	"Ppfibp2"	"tiling200"	"i_vs_rest"
"4434"	"Olfr477"	"tiling200"	"i_vs_rest"
"4435"	"Olfr490"	"tiling200"	"i_vs_rest"
"4436"	"Olfr503"	"tiling200"	"i_vs_rest"
"4437"	"Tub"	"tiling200"	"i_vs_rest"
"4438"	"Ric3"	"tiling200"	"i_vs_rest"
"4439"	"Lmo1"	"tiling200"	"i_vs_rest"
"4440"	"Stk33"	"tiling200"	"i_vs_rest"
"4441"	"Trim66"	"tiling200"	"i_vs_rest"
"4442"	"St5"	"tiling200"	"i_vs_rest"
"4443"	"Akip1"	"tiling200"	"i_vs_rest"
"4444"	"Dennd5a"	"tiling200"	"i_vs_rest"
"4445"	"Zfp143"	"tiling200"	"i_vs_rest"
"4446"	"Wee1"	"tiling200"	"i_vs_rest"
"4447"	"Swap70"	"tiling200"	"i_vs_rest"
"4448"	"Adm"	"tiling200"	"i_vs_rest"
"4449"	"Ampd3"	"tiling200"	"i_vs_rest"
"4450"	"Mrvi1"	"tiling200"	"i_vs_rest"
"4451"	"Galnt18"	"tiling200"	"i_vs_rest"
"4452"	"Mical2"	"tiling200"	"i_vs_rest"
"4453"	"Micalcl"	"tiling200"	"i_vs_rest"
"4454"	"Tead1"	"tiling200"	"i_vs_rest"
"4455"	"4930543E12Rik"	"tiling200"	"i_vs_rest"
"4456"	"Arntl"	"tiling200"	"i_vs_rest"
"4457"	"Btbd10"	"tiling200"	"i_vs_rest"
"4458"	"Far1"	"tiling200"	"i_vs_rest"
"4459"	"Spon1"	"tiling200"	"i_vs_rest"
"4460"	"4933406I18Rik"	"tiling200"	"i_vs_rest"
"4461"	"Cyp2r1"	"tiling200"	"i_vs_rest"
"4462"	"Sox6"	"tiling200"	"i_vs_rest"
"4463"	"Plekha7"	"tiling200"	"i_vs_rest"
"4464"	"Pik3c2a"	"tiling200"	"i_vs_rest"
"4465"	"Nucb2"	"tiling200"	"i_vs_rest"
"4466"	"Xylt1"	"tiling200"	"i_vs_rest"
"4467"	"Rps15a"	"tiling200"	"i_vs_rest"
"4468"	"4930583K01Rik"	"tiling200"	"i_vs_rest"
"4469"	"Coq7"	"tiling200"	"i_vs_rest"
"4470"	"B230311B06Rik"	"tiling200"	"i_vs_rest"
"4471"	"Vps35l"	"tiling200"	"i_vs_rest"
"4472"	"Iqck"	"tiling200"	"i_vs_rest"
"4473"	"Gprc5b"	"tiling200"	"i_vs_rest"
"4474"	"Gpr139"	"tiling200"	"i_vs_rest"
"4475"	"Acsm3"	"tiling200"	"i_vs_rest"
"4476"	"Rexo5"	"tiling200"	"i_vs_rest"
"4477"	"Tmem159"	"tiling200"	"i_vs_rest"
"4478"	"Abca15"	"tiling200"	"i_vs_rest"
"4479"	"Mosmo"	"tiling200"	"i_vs_rest"
"4480"	"Otoa"	"tiling200"	"i_vs_rest"
"4481"	"Hs3st2"	"tiling200"	"i_vs_rest"
"4482"	"Scnn1g"	"tiling200"	"i_vs_rest"
"4483"	"Prkcb"	"tiling200"	"i_vs_rest"
"4484"	"Cacng3"	"tiling200"	"i_vs_rest"
"4485"	"4930413G21Rik"	"tiling200"	"i_vs_rest"
"4486"	"Tnrc6a"	"tiling200"	"i_vs_rest"
"4487"	"Slc5a11"	"tiling200"	"i_vs_rest"
"4488"	"Hs3st4"	"tiling200"	"i_vs_rest"
"4489"	"3100003L05Rik"	"tiling200"	"i_vs_rest"
"4490"	"4933440M02Rik"	"tiling200"	"i_vs_rest"
"4491"	"4930571K23Rik"	"tiling200"	"i_vs_rest"
"4492"	"D430042O09Rik"	"tiling200"	"i_vs_rest"
"4493"	"Gsg1l"	"tiling200"	"i_vs_rest"
"4494"	"Nfatc2ip"	"tiling200"	"i_vs_rest"
"4495"	"Rabep2"	"tiling200"	"i_vs_rest"
"4496"	"Cln3"	"tiling200"	"i_vs_rest"
"4497"	"Il27"	"tiling200"	"i_vs_rest"
"4498"	"Asphd1"	"tiling200"	"i_vs_rest"
"4499"	"AI467606"	"tiling200"	"i_vs_rest"
"4500"	"Sept1"	"tiling200"	"i_vs_rest"
"4501"	"Zfp553"	"tiling200"	"i_vs_rest"
"4502"	"Rnf40"	"tiling200"	"i_vs_rest"
"4503"	"Ctf1"	"tiling200"	"i_vs_rest"
"4504"	"Stx1b"	"tiling200"	"i_vs_rest"
"4505"	"Prss36"	"tiling200"	"i_vs_rest"
"4506"	"Itgam"	"tiling200"	"i_vs_rest"
"4507"	"4931431B13Rik"	"tiling200"	"i_vs_rest"
"4508"	"Slc5a2"	"tiling200"	"i_vs_rest"
"4509"	"Rgs10"	"tiling200"	"i_vs_rest"
"4510"	"Bag3"	"tiling200"	"i_vs_rest"
"4511"	"Inpp5f"	"tiling200"	"i_vs_rest"
"4512"	"Sec23ip"	"tiling200"	"i_vs_rest"
"4513"	"Wdr11"	"tiling200"	"i_vs_rest"
"4514"	"Fgfr2"	"tiling200"	"i_vs_rest"
"4515"	"Btbd16"	"tiling200"	"i_vs_rest"
"4516"	"Htra1"	"tiling200"	"i_vs_rest"
